ChEMBL ID,SMILES,MW,IC50,Standard Units,Target ChEMBL ID,Target Name,IC50_nM
CHEMBL2216825,C[C@H]1O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1c(ccc([C@H]3C[C@@H](N(C)C)[C@H](O)[C@@H](C)O3)c1O)C2=O,457.48,149.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,149.0
CHEMBL375486,Cn1cccc1-c1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,424.51,228.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,228.0
CHEMBL225789,Nc1cc2[nH]nc(Cl)c2cc1-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,432.92,7.1,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,7.1
CHEMBL225519,O=C1NCCc2[nH]c(-c3ccncc3)cc21,213.24,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
CHEMBL1760763,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncncc3C3CC3)C2)C1)S(=O)(=O)c1c(C)cccc1C,571.79,740.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,740.0
CHEMBL1760764,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc(N)c3C3CC3)C2)C1)S(=O)(=O)c1c(C)cccc1C,586.8,470.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,470.0
CHEMBL1760769,Cc1ccccc1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,500.67,1200.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1200.0
CHEMBL1760770,Nc1ncnc(N2CC[C@@]3(CCCN(C[C@H](O)CNS(=O)(=O)c4ccccc4F)C3)C2)c1C1CC1,504.63,14000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,14000.0
CHEMBL208961,Cc1cc(-c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)cc2ccncc12,408.51,995.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,995.0
CHEMBL3672481,CS(=O)(=O)c1ccc(-c2cnc3cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nn23)cc1,494.62,110.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,110.0
CHEMBL3672511,Cc1nc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn2c1/C=C/C(N)=O,423.52,18031.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,18031.0
CHEMBL253457,Nc1ncnc2nc(-c3ccc(CN4CCC(c5nc6ccc(F)cc6[nH]5)CC4)cc3)c(-c3ccccc3)cc12,529.62,18.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,18.0
CHEMBL401999,Nc1nc(N)c2cc(-c3ccccc3)c(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)nc2n1,542.65,107.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,107.0
CHEMBL206732,N[C@H](CNc1cncc(Oc2cccc3cnccc23)c1)Cc1c[nH]c2ccccc12,409.49,210.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,210.0
CHEMBL202972,N[C@H](COc1cncc(-c2cccc(Nc3ncccn3)c2)c1)Cc1c[nH]c2ccccc12,436.52,3670.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3670.0
CHEMBL378589,N[C@H](COc1cncc(-c2ccc(NC(=O)Nc3ccccc3)nc2)c1)Cc1c[nH]c2ccccc12,478.56,1120.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1120.0
CHEMBL5798563,NCC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,442.95,1.3,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.3
CHEMBL5977643,NC(=O)CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,441.92,6.6,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6.6
CHEMBL390372,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(Br)c4)c3)cc12,437.34,2.1,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.1
CHEMBL229800,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(Cl)cc4)c3)cc12,392.89,11.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,11.0
CHEMBL229798,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(F)c(F)c4F)c3)cc12,412.42,12.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12.0
CHEMBL210237,CC(C)(Cc1c[nH]c2ccccc12)C1C(=O)Nc2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc21,569.71,153.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,153.0
CHEMBL210940,CC(C)(Cc1cc[nH]c1)C1C(=O)Nc2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc21,519.65,1.2,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.2
CHEMBL426140,Cc1ccc(CC(C)(C)C2C(=O)Nc3ccc(-c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4)cc32)o1,534.66,0.7,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,0.7
CHEMBL377603,CC(C)(Cc1ccc[nH]1)C1C(=O)Nc2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc21,519.65,1.5,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.5
CHEMBL438431,CC(C)(Cc1ccc(Cl)cc1Cl)C1C(=O)Nc2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc21,599.56,352.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,352.0
CHEMBL212067,O=C1Nc2ccc(N[C@H](COc3cncc(-c4ccc5c(c4)C(F)(F)C(=O)N5)c3)Cc3c[nH]c4ccccc34)cc2C1(F)F,601.56,1.5,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.5
CHEMBL1760760,CCOCCN(C[C@@H](O)CN1CCC2(CCN(c3ncnc4[nH]nc(C)c34)C2)C1)S(=O)(=O)c1c(C)cccc1C,571.75,17.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,17.0
CHEMBL1760769,Cc1ccccc1S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,500.67,9.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,9.0
CHEMBL379849,O=C1/C(=C/c2ccccc2F)CNC/C1=C\c1ccccc1F,311.33,780.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,780.0
CHEMBL1632387,C[C@@H]1SCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)cc4)CC(C)(C)N)CC3)c21,474.07,6.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6.0
CHEMBL1632389,Cc1ccc(CC(CNC(C)C)C(=O)N2CCN(c3ncnc4c3[C@H](C)OC4)CC2)cc1,437.59,16.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,16.0
CHEMBL1632391,CC(C)NC[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3c2[C@H](C)OC3)CC1,458.01,3.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.0
CHEMBL2312304,O=C(NCCCN1CCOC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1,507.42,30000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,30000.0
CHEMBL5878403,CC(N)c1ccc(Oc2ccc3c(c2)B(O)OC3)c(F)c1,287.1,30.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,30.0
CHEMBL5842711,Cc1c(Oc2ccc(C(C)N)cc2F)ccc2c1B(O)OC2,301.13,8.31,nM,CHEMBL2553,Ribosomal protein S6 kinase alpha-1,8.31
CHEMBL5797833,Cc1c(Oc2ccc([C@H](C)N)cc2F)ccc2c1B(O)OC2,301.13,20.0,nM,CHEMBL299,Protein kinase C alpha type,20.0
CHEMBL5911378,Cc1c(Oc2cccc(CNC(=O)OC(C)(C)C)c2F)ccc2c1B(O)OC2,387.22,30.0,nM,CHEMBL4079,Beta-adrenergic receptor kinase 1,30.0
CHEMBL5799297,Cc1c(Oc2cccc(CN)c2F)ccc2c1B(O)OC2,287.1,30.0,nM,CHEMBL4079,Beta-adrenergic receptor kinase 1,30.0
CHEMBL5273774,CC(C)c1c(Oc2ccc(CN)cc2Cl)ccc2c1B(O)OC2,331.61,10.8,nM,CHEMBL299,Protein kinase C alpha type,10.8
CHEMBL5273774,CC(C)c1c(Oc2ccc(CN)cc2Cl)ccc2c1B(O)OC2,331.61,0.195,nM,CHEMBL2553,Ribosomal protein S6 kinase alpha-1,0.195
CHEMBL594309,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5c(F)cccc45)cnc3-c3ccoc3)cc12,481.53,260.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,260.0
CHEMBL595685,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccc(O)cc3)cc12,450.54,500.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,500.0
CHEMBL605732,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3ccccc3)cc12,434.54,50.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,50.0
CHEMBL3133821,Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,275.31,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
CHEMBL1940253,CC(=O)N1CC[C@@H](Nc2cncc(C(=O)c3cn(C(C)C)c4ncnc(N)c34)n2)[C@H]1c1ccccc1,484.56,300.0,nM,CHEMBL2534,3-phosphoinositide-dependent protein kinase 1,300.0
CHEMBL1761077,CCOCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1ccccc1Cl,553.08,1000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1000.0
CHEMBL502113,O=c1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6nc(N7CCN(CCO)CC7)ncc6cc5-c5ccccc5)cc4)CC3)[nH]2)c[nH]1,668.81,127.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,127.0
CHEMBL2325735,CS(=O)(=O)NCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,492.01,16.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,16.0
CHEMBL5999638,CC[C@@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,412.93,270.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,270.0
CHEMBL5798563,NCC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,442.95,1.3,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.3
CHEMBL2325730,NC(=O)C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,427.9,30.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,30.0
CHEMBL6026023,C[C@H](NC(=O)C1(N)CCN(c2ncnc3[nH]cc(Cl)c23)CC1)c1ccc(Cl)cc1,433.34,12.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12.0
CHEMBL2325987,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,382.44,8.9,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,8.9
CHEMBL5783615,NC1(C(=O)N[C@@H](CCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,498.03,10.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10.0
CHEMBL376570,Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,359.43,25.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,25.0
CHEMBL379218,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,358.45,14.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,14.0
CHEMBL226529,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4OC(F)(F)F)c3)cc12,442.44,15.3,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,15.3
CHEMBL227050,Cc1ccc(C[C@H](N)COc2cncc(-c3ccc4[nH]nc(C)c4c3)c2)cc1F,390.46,2.4,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.4
CHEMBL229917,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(F)c4)c3)cc12,410.88,3.6,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.6
CHEMBL229855,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(Br)cc4)c3)cc12,437.34,5.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5.0
CHEMBL1230165,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,349.78,1000.0,nM,CHEMBL3832943,Casein kinase 2,1000.0
CHEMBL3699672,NC1(c2ccc(-c3nc4ncc(-c5ccccc5)cn4c3-c3ccccc3)cc2)CCC1,416.53,685.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,685.0
CHEMBL3699709,NC1(c2ccc(-c3nc4nc(Oc5ccccc5)ccn4c3-c3ccccc3)cc2)CCC1,432.53,1385.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1385.0
CHEMBL3699710,CCc1cnc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,368.48,379.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,379.0
CHEMBL3699718,NC1(c2ccc(-c3nc4cc(C(=O)N5CCCC5)ccn4c3-c3ccccc3)cc2)CCC1,436.56,19417.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,19417.0
CHEMBL3699730,NC1(c2ccc(-c3nc4ccc(C(=O)NCCF)cn4c3-c3ccccc3)cc2)CCC1,428.51,423.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,423.0
CHEMBL3699745,NC1(c2ccc(-c3nc4c(-c5cccc(F)c5)cccn4c3-c3ccccc3)cc2)CCC1,433.53,208.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,208.0
CHEMBL3699746,COc1cncc(-c2cccn3c(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc23)c1,446.55,106.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,106.0
CHEMBL3699749,Cc1cc(C)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,367.5,58.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,58.0
CHEMBL3699752,Cc1cc(Cl)cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,387.91,25.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,25.0
CHEMBL3699778,Cc1cc(-c2cc(C)c3nc(-c4ccc(C5(N)CCC5)cc4)c(-c4ccccc4)n3c2)[nH]n1,433.56,217.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,217.0
CHEMBL2035021,NC1(c2ccc(-c3nc4ccccn4c3-c3ccccc3)cc2)CCC1,339.44,151.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,151.0
CHEMBL3703118,CCNC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,410.52,601.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,601.0
CHEMBL3703134,CCOC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,411.51,93.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,93.0
CHEMBL3703135,CC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,381.48,55.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,55.0
CHEMBL2035019,NC1(c2ccc(-c3nn4ccnc4cc3-c3ccccc3)cc2)CCC1,340.43,246.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,246.0
CHEMBL508794,Nc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(n6cnc(-c7ccccn7)c6)CC5)cc4)nc3ccn12,577.7,18.3,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,18.3
CHEMBL506077,Oc1nnc2c3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6n[nH]c(-c7ccccn7)n6)CC5)cc4)nc3ccn12,579.67,2.6,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.6
CHEMBL3701754,NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ncccc3-4)cc2)CCC1,394.48,1.6,nM,CHEMBL2431,RAC-beta serine/threonine-protein kinase,1.6
CHEMBL447558,Nc1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6nc(N7CCN(CCO)CC7)ccc6nc5-c5ccccc5)cc4)CC3)[nH]2)cn1,667.82,115.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,115.0
CHEMBL508098,CN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ncccn7)[nH]6)CC5)cc4)nc3n2)CC1,623.77,52.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,52.0
CHEMBL449989,OCCN1CCN(c2ccc3nc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccccn7)[nH]6)CC5)cc4)nc3n2)CC1,652.81,13.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,13.0
CHEMBL503810,Nc1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6nc(N7CCN(CCO)CC7)ncc6cc5-c5ccccc5)cc4)CC3)[nH]2)cn1,667.82,38.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,38.0
CHEMBL141247,O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,308.34,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
CHEMBL595459,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cc2c(C)n[nH]c2cn1,493.57,1.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.0
CHEMBL1760766,Cc1cccc(C)c1S(=O)(=O)N1CCC[C@H]1[C@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,554.76,250.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,250.0
CHEMBL1760770,Nc1ncnc(N2CC[C@@]3(CCCN(C[C@H](O)CNS(=O)(=O)c4ccccc4F)C3)C2)c1C1CC1,504.63,81.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,81.0
CHEMBL3699668,Cc1ccccc1-c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2n1,430.56,4695.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4695.0
CHEMBL3699671,CCOc1cnc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,384.48,233.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,233.0
CHEMBL1761085,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc(O)ccc3O2)C1)S(=O)(=O)c1c(C)cccc1C,532.7,2600.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2600.0
CHEMBL1761074,Cc1noc(C)c1S(=O)(=O)N(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)C1CCCCC1,547.67,4000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4000.0
CHEMBL1761080,CCOCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1ccccc1C#N,543.64,4400.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4400.0
CHEMBL1761083,CCOCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1c(C)cccc1C,546.69,17800.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,17800.0
CHEMBL1761069,COCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1c(C)noc1C,523.61,40000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,40000.0
CHEMBL1761074,Cc1noc(C)c1S(=O)(=O)N(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)C1CCCCC1,547.67,25000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,25000.0
CHEMBL1761077,CCOCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1ccccc1Cl,553.08,25000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,25000.0
CHEMBL1761082,CCOCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1ccccc1C,532.66,25000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,25000.0
CHEMBL1761076,CCOCCN(C[C@@H](O)CN1CCCC2(CC(=O)c3cc(O)ccc3O2)C1)S(=O)(=O)c1ccc(Cl)cc1,553.08,20000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,20000.0
CHEMBL3703137,COc1cc(OC)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,399.49,23.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,23.0
CHEMBL471034,NCC(NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,362.46,6.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6.0
CHEMBL512305,NCC(NC(=O)c1cc(-c2c[nH]c3ncccc23)cs1)c1ccccc1,362.46,25.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,25.0
CHEMBL472291,NCC(C(=O)Nc1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,441.35,25.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,25.0
CHEMBL470410,CNCC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,455.38,3.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.0
CHEMBL470620,CN(C)CC(NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1,469.41,20.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,20.0
CHEMBL471059,CCNCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,483.44,4.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4.0
CHEMBL482536,NC[C@H](Cc1cccc(C(F)(F)F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,523.38,1.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.0
CHEMBL1270331,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(NCCc2ccccc2)nc2c1CN(Cc1ccccc1)CC2,548.11,30000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,30000.0
CHEMBL507059,CC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)Nc1ccc(C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccccc2)C(C)C)c(-c2cccc3ccccc23)c1,1107.33,78000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,78000.0
CHEMBL493875,CCn1c(-c2nonc2N)nc2c(C#CCCO)ncc(OCCCN)c21,371.4,50.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,50.0
CHEMBL513216,N=C(N)NCCNc1ccc(C(=O)Nc2ccc(N(Cc3ccccc3)Cc3ccccc3)cc2)cc1,492.63,96000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,96000.0
CHEMBL263902,Cc1cccc(C2=Nc3c(N)ncnc3NCC2)c1,253.31,100000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100000.0
CHEMBL407532,Nc1ncnc2c1N=C(c1cccc(Cl)c1)CCN2,273.73,100000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100000.0
CHEMBL3672528,NC(=O)c1ccc(-c2ccc3c(c2)nn2cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc32)cc1,509.61,21.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,21.0
CHEMBL3298929,CC(C)(C)OC(=O)NN(Cc1ccccc1)C(=O)CN1C(=O)C=CC1=O,359.38,4680.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4680.0
CHEMBL1254209,COc1ccccc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,389.26,22000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,22000.0
CHEMBL365978,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C/c1ccc(-c2ccc(C(=O)O)cc2)o1,408.42,126000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,126000.0
CHEMBL378977,O=S1(=O)Nc2ccc(N[C@H](COc3cncc(-c4ccc5c(c4)NS(=O)(=O)N5)c3)Cc3c[nH]c4ccccc34)cc2N1,603.69,15600.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,15600.0
CHEMBL3672011,N#Cc1ccc2nc(C3CCN(Cc4ccc(-c5nc6nccn6cc5-c5ccccc5)cc4)CC3)[nH]c2c1,509.62,83.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,83.0
CHEMBL3672012,c1ccc(-c2cn3ccnc3nc2-c2ccc(CN3CCC(c4cnc5ccccc5n4)CC3)cc2)cc1,496.62,4.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4.0
CHEMBL3672027,Cc1nc2nc(-c3ccc(CN4CC(c5n[nH]c(-c6ccccn6)n5)C4)cc3)c(-c3ccccc3)cn2c1Br,577.49,4.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4.0
CHEMBL3672066,Brc1cnc2nc(-c3ccc(CN4CC(c5n[nH]c(-c6ccccn6)n5)C4)cc3)c(-c3ccccc3)cn12,563.46,6.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6.0
