SMILES,IC50
COC(=O)c1cc(OC)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,53.0
N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3ccc(-c4cn[nH]c4)cc23)CC1,80.0
CC(C)(C)c1ccc2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(Cl)cc4)CC3)c2c1,1460.0
COc1ccc(C(C)NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1OC,1192.0
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1,183.0
NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,4.0
C=Cc1n[nH]c2cnc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12,13.0
Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,10000.0
Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,870.0
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(-c5ccccc5)c4)c3)cc12,126.0
C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(C(=O)[C@H](CNCC4CCOCC4)c4ccc(Cl)cc4)CC3)c21,3.0
CC(C)N(C)C[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,18.0
Cc1cc(CC(C)(C)C2C(=O)Nc3ccc(-c4cncc(OC[C@@H](N)Cc5c[nH]c6ccccc56)c4)cc32)oc1C,10.0
CC(C)(CC1CCCN1)C1C(=O)Nc2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc21,660.0
O=C(NC(c1ccccc1)C1CCNCC1)c1ccc2cnccc2c1,850.0
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCNCC1)c1ccc2[nH]c(=O)oc2c1,460.0
C[C@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,4.0
CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cc(OC[C@@H]5CCCO5)ccc4F)c4c(N)ncnc43)C2)CC1,10000.0
Cc1ccccc1-c1nc2ccc(-c3cccc(N4CCOCC4)c3)nc2n1-c1ccc(C2(N)CCC2)cc1,11.5
COc1ccc(OC)c(/C=C/C(=O)C(=Cc2cc(Br)c(O)c(OC)c2)C(=O)/C=C/c2cc(OC)ccc2OC)c1,5020.0
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(C(F)(F)F)c(F)c4)c3)cc12,3.1
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(C(F)(F)F)cc4)c3)cc12,18.0
Cc1cc(C[C@H](N)COc2cncc(-c3ccc4[nH]nc(C)c4c3)c2)ccc1Br,2.5
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4cccc(I)c4)c3)cc12,0.9
Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(F)cc4F)c3)cc12,21.0
CC(C)(Cc1ccccc1)C1C(=O)Nc2ccc(-c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3)cc21,5.9
CC(C)=C1C(=O)Nc2ccc(N[C@H](COc3cncc(-c4ccc5c(c4)C(=C(C)C)C(=O)N5)c3)Cc3c[nH]c4ccccc34)cc21,52.7
CC(=O)NC1(c2ccc(-n3c(-c4cccnc4N)nc4ccc(-c5ccccc5)nc43)cc2)CCC1,35.0
Cc1cc2nc(-c3cccnc3N)n(-c3ccc(CN)cc3)c2nc1C.Cl,1000.0
NC1(c2ccc(-n3c(-c4ncccn4)nc4ccc(-c5cccc(N6CCOCC6)c5)nc43)cc2)CCC1,5.71
Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1c(F)cc(-c2ccn[nH]2)cc1Cl,69.2
Cl.Cn1cc(-c2cc(F)c(C(=O)N[C@@H]3CNCC[C@H]3c3ccc(F)c(F)c3)c(F)c2)cn1,1000.0
Cl.Cn1ncc(Br)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cc1C1CC1,434.4
CNC(=O)c1cc(OC)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,6.3
CC(C)(C)NCCNc1ccc(-c2cncc(F)c2)nc1C1CCN(c2ncnc3c2C(C)(C)C(=O)N3)CC1,6.8
NCC(c1ccc(C(F)(F)F)cc1)N1CCN(c2ncnc3c2CCC3)CC1,1000.0
CN(C)CC(c1ccc(F)cc1)N1CCN(c2ncnc3c2NC(=O)CN3)CC1,1000.0
CN(C)CC(c1cccc(F)c1)N1CCN(c2ncnc3c2NC(=O)CN3)CC1,1000.0
Cc1ccccc1C(CN1CCCCC1)N1CCN(c2ncnc3c2NC(=O)CN3)CC1,1000.0
O=C1CNc2ncnc(N3CCN(C(CN4CCCCC4)c4ccc(F)c(F)c4)CC3)c2N1,1000.0
CN(C)CC(c1ccc(Cl)cc1)N1CCN(c2ncnc3c2OCCN3)CC1,300.0
CN(C)CC(c1ccc(C(F)(F)F)c(F)c1)N1CCN(c2ncnc3c2CCN3)CC1,750.0
NCC(c1ccc(F)cc1)N1CCN(c2ncnc3c2CCCN3)CC1,62.0
NCC(c1ccc(C(F)(F)F)cc1)C1CCN(c2ncnc3c2OCCN3)CC1,1000.0
CN(C)CC(c1cccc(Cl)c1)N1CCN(c2ncnc3c2NC(=O)CN3)CC1,1000.0
O=C1CNc2ncnc(N3CCN(C(CN4CCCC4)c4ccc(C(F)(F)F)cc4)CC3)c2N1,1000.0
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3nccc(-c4cc5c(n4C)CCNC5=O)n3)c2)CC1,10000.0
N#CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,230.0
CC(C)n1cc(C(=O)c2cncc(N[C@@H]3CCN(C=O)[C@@H]3c3ccc(F)cc3)n2)c2c(N)ncnc21,70.0
CC(C)(C)c1ccc(-n2c(-c3cccnc3N)nc3cccnc32)cc1,3900.0
CC(=O)Nc1ccc(-n2c(-c3cccnc3N)nc3cccnc32)cc1,1300.0
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,10000.0
CCOC(=O)c1cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2cn1,100.0
CC(C)(C)NCCNc1ccc(-c2nnc(C3CC3)s2)nc1C1CCN(c2ncnc3c2C(C)(C)C(=O)N3)CC1,3.6
CC1C(=O)Nc2ncnc(N3CCC(c4nc(-c5cncc(F)c5)ccc4NCCN4CCCC4)CC3)c21,0.4
C=CC(=O)Nc1ccc2[nH]c(=O)n(C3CCN(Cc4ccc(-c5[nH]c(=O)c(C)nc5-c5ccccc5)cc4)CC3)c2c1,39.0
CCn1c(-c2nonc2N)nc2cncc(C(=O)N3CC[C@H](N)C3)c21,324.0
COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1,10000.0
Cl.O=C(N[C@H]1CNCC[C@@H]1c1ccc(F)c(F)c1)c1cc2c(s1)OCCn1ncc(Br)c1-2,1.1
C=CC(=O)N1CC[C@@H](c2ccc(F)c(F)c2)[C@H](NC(=O)c2cc3c(s2)OCCn2ncc(Br)c2-3)C1,1000.0
Cn1cncc1-c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,2320.0
CCc1cc(OC)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,148.0
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,20000.0
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2cccc(F)c2)sc1Cl,102.0
NC1(c2ccc(-c3nc4c5cccc(-c6ccc(F)cc6)c5nn4cc3-c3ccccc3)cc2)CCC1,5600.0
N#Cc1ccc([C@H](CCO)NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1,16.0
CC(C)[C@H](NC(=O)[C@@H]1CC[C@H]2[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)c3ccccc3)COC(=O)N12)C(=O)NC(Cc1ccccc1)C(=O)NCc1ccccc1,16300.0
Cn1ncc(Cl)c1-c1oc(C(=O)NC2(c3ccc(Cl)c(Cl)c3)CCNCC2)cc1Br,1480.0
Cn1ncc(Br)c1-c1coc(C(=O)NC2(c3ccc(F)cc3)CCNCC2)c1,2020.0
NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]cnc23)CC1,7.5
C[C@@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Br)cc1,32.0
CON(C)C(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,2145.0
CNC(=O)Nc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,327.0
Cc1[nH]c2ncnc(N3CCC(CN(C)C)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c2c1C,1000.0
COC(=O)c1cc(NCCN2CCCC2)c(C)c(N2CCN(c3ncnc4[nH]nc(Br)c34)CC2)c1,1843.0
CN(C)CCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.0
CCCCCCCCCOC(=O)O[C@H](COC(=O)CCCCCCCCC)COP(=O)(O)O[C@@H]1[C@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H](O)[C@H]1O,100000.0
C[C@]1(O)C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,10000.0
NC1(c2ccc(-n3c(-c4cccnc4F)nc4ccc(-c5ccccc5)nc43)cc2)CCC1,7.27
NC1(c2ccc(-n3c(-c4ccccc4)nc4ccc(NCc5ccccc5)nc43)cc2)CCC1,871.0
CN(C)CC(c1ccc(C(F)(F)F)cc1)N1CCN(c2ncnc3c2OCCN3)CC1,300.0
NCC(c1ccc(C(F)(F)F)cc1)N1CCN(c2ncnc3c2OCCN3)CC1,300.0
C[C@H](NC(=O)C1(CN)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,1.2
CC(=O)NCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,4.2
C=CC(=O)Nc1ccc(N2CCN(Cc3ccc(-c4nc5cc[nH]c(=O)c5cc4-c4ccccc4)cc3)CC2)cc1,8768.0
C=CC(=O)Nc1cc2c(cc1Cl)[nH]c(=O)n2N1CCN(Cc2ccc(-c3nc4cc[nH]c(=O)c4cc3-c3ccccc3)cc2)CC1,116.0
C=CC(=O)Nc1ccc2c(c1)n(C1CCN(Cc3ccc(-c4nc5cc[nH]c(=O)c5cc4-c4ccccc4)cc3)CC1)c(=O)n2C,3.0
C=CC(=O)Cc1ccc(C(=O)NC2CCN(Cc3ccc(-c4nc5cc[nH]c(=O)c5cc4-c4ccccc4)cc3)CC2)s1,8.1
CSc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,17.0
COC(=O)c1nn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c(C)c1C,42.0
COc1nn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c(C)c1C,9.2
CNC(=O)c1ccnn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,46.0
NC1(c2ccc(-c3c(-c4ccccc4)ccc4ccnn34)cc2)CCC1,2716.0
NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1,193.0
NC1(c2ccc(-c3nn4ccccc4c3-c3ccccc3)cc2)CCC1,199.0
Cl.O=C(N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)c1c(F)cc(-c2ccn[nH]2)cc1F,28.0
Cn1nccc1-c1ccc2c(c1)CN([C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1)C2=O,4.3
Cn1ncc(Cl)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cc1,5.0
Cc1nc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)c(-c3cccc(F)c3)cn2n1,28.0
N=P([O-])(OP(=O)([O-])[O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[Li+].[Li+].[Li+].[Li+],5900.0
NCc1ccc(-n2c(-c3cccnc3N)nc3cccnc32)cc1,930.0
Cn1cnc2c(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)ccc21,2799.0
Cc1cccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,100.0
C=Cc1cccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,180.0
CNC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,409.0
NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(F)c(F)c3)ncnc12,4.0
NC1(C(=O)N[C@@H](CCCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,4.5
NC1(c2ccc(-c3nc4c5ccc(-c6ccc(F)c(CO)c6)cc5nn4cc3-c3ccccc3)cc2)CCC1,43.0
NC1(c2ccc(-c3nc4c5cc(-c6cn[nH]c6)ccc5nn4cc3-c3ccccc3)cc2)CCC1,19.0
Cc1cnc(-c2cc(Cl)ccc2F)cc1-n1c(=O)n(CC(N)=O)c2cnccc21,5000.0
Cl.Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)s1,10.2
CCOc1cc(C(=O)NC)nn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,8.0
NC1(c2ccc(-c3nc4c(-c5ncc[nH]5)cc(Cl)nn4c3-c3ccccc3)cc2)CCC1,35.0
Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccc(Cl)cc4Cl)s3)cc12,18.0
Cc1ccc(Nc2nccc(-c3nc4ccccc4n3C)n2)cc1,100000.0
COc1ccc(Nc2ncc3c(n2)-c2ccccc2NC(=O)C3)cc1O,100000.0
NC1(c2ccc(-c3nc4c5cccc(O)c5nn4cc3-c3ccccc3)cc2)CCC1,100.0
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C(F)(F)F)CC(=O)N3)CC1)c1ccc(Cl)cc1,12.0
CC(C)NC[C@@H](C(=O)N1C2CCC1CN(c1ncnc3c1[C@H](C)CC(=O)N3)C2)c1ccc(Cl)cc1,2.8
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)CC(=O)N3)[C@H]2C[C@H]21)c1ccc(Cl)cc1,0.4
NC1(c2ccc(-c3nc4cc(O)ccn4c3-c3ccccc3)cc2)CCC1,1273.0
CCOc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,204.0
NC1(c2ccc(-c3nc4cc(-n5cccn5)ccn4c3-c3ccccc3)cc2)CCC1,102.0
CC(C)Oc1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2n1,1225.0
NC1(c2ccc(-c3nc4ccc(C(=O)NCCO)cn4c3-c3ccccc3)cc2)CCC1,1136.0
NC1(c2ccc(-c3nc4ccc(C(=O)NC5CC5)cn4c3-c3ccccc3)cc2)CCC1,493.0
CN(C)CCNCC(c1cccc(C(F)(F)F)c1)N1CCN(c2ncnc3c2NC(=O)CN3)CC1,1000.0
COc1ccc2c(n1)-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,5.5
Nc1ncnc2c1c(-c1cccc(O)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,7000.0
Cc1ccc(O)cc1CC[C@@H]1[C@H](O)CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)[C@@H](O)C[C@@H]12,100000.0
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(C(F)(F)F)cc2)oc1Cl.O=C(O)[C@H](O)[C@@H](O)C(=O)O,9.3
Cn1ncc(Cl)c1-c1cc(C(=O)NC2CNCCC2c2ccc(F)c(F)c2)oc1Cl.O=C(O)[C@H](O)[C@@H](O)C(=O)O,6.4
Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccccc4Cl)s3)cc12,47.0
O=C(Cc1ccc(Cl)cc1)N1CCN(c2ncnc3[nH]cc(Br)c23)CC1,18.0
O=C(N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1)C1(c2ccc(Br)cc2)CCNCC1,1.8
Cl.Cn1ncc(Br)c1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(Cl)c1,136.8
COC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,38.0
NC1(c2ccc(-c3nc4c(-c5ccc(F)cc5)cc(-c5ccc(F)cc5)nn4c3-c3ccccc3)cc2)CCC1,20000.0
CC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,36.0
NC1(c2ccc(-c3nc4cccnn4c3-c3ccccc3)cc2)CCC1,190.0
Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,1.0
Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c(C#N)nc3-c3ccoc3)nc12,10.0
CN1CCN(C(C(=O)N2CCN(c3ncnc4[nH]cc(Br)c34)CC2)c2ccc(Cl)cc2)CC1,3.4
NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(F)c(C(F)(F)F)c3)ncnc12,6.0
CC(C)(C)c1ccc(-n2c(-c3cccnc3N)nc3cc(Br)cnc32)cc1,300000.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,10000.0
CCN(CC)CC[C@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,5.6
CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)C[C@H](C)N,4.0
CC(=O)Nc1cccc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)c1,66.0
N=C(N/C(=N/O)c1nonc1N)c1ccccc1Br,16350.0
N=C(N)NC(=N)N/C(=N/O)c1nonc1N,1850.0
NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccccc3-4)cc2)CCC1,13.0
Nc1nc(N)c2c(n1)NCCC(c1ccc(Cl)cc1)=N2,100000.0
Cl.Cn1ncc(Cl)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)c(C(F)(F)F)c2)s1,65.2
Cn1ncc(Cl)c1-c1csc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)c1,13.7
C#Cc1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,1658.0
NC1(c2ccc(-c3nc4cc(Cl)ccn4c3-c3ccccc3)cc2)CCC1,113.0
Cc1c[nH]c2ncnc(N3CCC(N)(CNC(=O)c4cccc(F)c4)C3)c12,38.0
CC(=O)NCC1(N)CCN(c2ncnc3[nH]cc(C)c23)C1,765.0
Cc1c[nH]c2ncnc(N3CC[C@@H](NC(=O)c4ccccc4)C3)c12,700.0
COCCOc1cc(C(N)=O)nn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,5.0
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2N(C)C(=O)CN3)CC1)c1ccc(Cl)cc1,146.0
CC(=O)c1ccc(N2CCN(C(=O)CN3CC[C@@H](C(=O)Nc4ccc(O)c(Cl)c4)C3)CC2)cc1,30000.0
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@@H](C)OC(=O)N3)CC1)c1ccc(Cl)cc1.O=CO,201.0
CC(C)NC[C@@H](C(=O)N1CCC(c2ncnc3c2[C@H](C)CC(=O)N3)CC1)c1ccc(Cl)cc1,1000.0
O=C1CNc2ncnc(N3CCN(C(CN4CCCC4)c4ccc(Cl)cc4)CC3)c2N1,750.0
NC(=O)NCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,7.7
CC1C(=O)Nc2ncnc(N3CCC(c4nc(-c5cc(C(F)(F)F)nn5C)ccc4NCCN4CCCC4)CC3)c21,0.6
Cn1c(-c2ccnc(Nc3cccc(O)c3)n2)nc2ccccc21,100000.0
C[C@@H](Oc1ccc2ncccc2c1)c1c(Cl)ccc(F)c1Cl,50000.0
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CCNS(C)(=O)=O)C[C@H]2c2ccc(F)c(F)c2)oc1Cl,3.29
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CC(=O)NC3CCC3)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1Cl,7.98
Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CN[C@H](CCN3CCCCC3)C[C@H]2c2ccc(Cl)c(Cl)c2)oc1Cl,5.65
Cn1ncc(Br)c1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)cn1,269.8
Cn1cc(-c2c(Cl)cnn2C)cc1C(=O)N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1,211.9
O=C(N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)o1,50.3
COc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,4.2
NC1(c2ccc(-c3nc4ccc(C(=O)O)nn4c3-c3ccccc3)cc2)CCC1,450.0
COc1ccnn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,130.0
Cc1nc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)C4)cc3)c(-c3ccccc3)cn2n1,44.0
COc1ccccc1CNc1ncc(C(=O)NC2CCN(C)CC2)c(NC2CCCC2)n1,30000.0
Nc1nc2c3ccc(NCCO)cc3nc(Cc3ccc4c(c3)OCO4)n2n1,10000.0
NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3ccncc3-4)cc2)CCC1,1.7
CCn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2ccc(F)cc2)sc1Cl,2.512
NC1(c2ccc(-c3nc4c5ccc(-c6ccc(O)nc6)cc5nn4cc3-c3ccccc3)cc2)CCC1,14.0
COC(=O)c1cccc(-c2ccc3nn4cc(-c5ccccc5)c(-c5ccc(C6(N)CCC6)cc5)nc4c3c2)c1,130.0
NC1(c2ccc(-c3nc4c5cc(Br)ccc5nn4cc3-c3ccccc3)cc2)CCC1,41.0
COC(=O)c1cnn2cc(-c3c(F)cccc3F)c(-c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)nc12,5.0
Fc1ccc(-c2cn3nc(C4CC4)nc3nc2-c2ccc(CN3CCC(c4n[nH]c(-c5ccccn5)n4)CC3)cc2)cc1,32.0
Cc1cccc(-c2nc(C3CCN(Cc4ccc(-c5nc6nccn6cc5-c5ccccc5F)cc4)CC3)n[nH]2)n1,3.0
NCC(c1ccc(Cl)cc1)N1CCN(c2ncnc3c2CCN3)CC1,300.0
O=C1CNc2ncnc(N3CCN(C(CN4CCCC4)c4ccc(F)cc4)CC3)c2N1,1000.0
C=CC(=O)Nc1ccccc1C(=O)NC1CCN(Cc2ccc(-c3nc4cc[nH]c(=O)c4cc3-c3ccccc3)cc2)CC1,4.1
CC(C)NCCNc1ccc(-c2cc(Cl)nn2C)nc1C1CCN(c2ncnc3c2C(C)(C)C(=O)N3)CC1,5.8
Nc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,350.0
NC1(c2ccc(-c3nc4ccc(NC(=O)C(F)(F)F)nn4c3-c3ccccc3)cc2)CCC1,1700.0
Cc1c(Cl)nn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1C,44.0
CCOc1nn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c(C)c1C,45.0
COC(=O)c1cc(-c2ncc[nH]2)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,110.0
NC(=O)c1ccnn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,65.0
NC1(c2ccc(-c3nc4n(c3-c3ccccc3)COc3cccnc3-4)cc2)CC(O)(C2CC2)C1,11.0
Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@]2(C)[C@@H]([C@H](C)/C=C/CC(C)C)CC[C@@H]12,100000.0
Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,100000.0
Cc1ccc(O)cc1CC[C@@H]1C(=O)CC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)[C@@H](O)C[C@@H]12,100000.0
COc1ccc(-c2nc3ccc(-c4cccc(N5CCOCC5)c4)nc3n2-c2ccc(C3(N)CCC3)cc2)cc1,4.78
NC1(c2ccc(-n3c(-c4ccc(Cl)cc4)nc4ccc(-c5cccc(N6CCOCC6)c5)nc43)cc2)CCC1,6.27
NC1(c2ccc(-n3c(-c4ccnnc4)nc4ccc(-c5cccc(N6CCOCC6)c5)nc43)cc2)CCC1,4.96
Cc1c(Cl)cn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1-c1ccc(F)cc1,1368.0
Cc1cc(C(N)=O)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,893.0
CS(=O)(=O)Nc1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,2988.0
NC1(c2ccc(-c3nn4c(-c5ccc(F)c(CO)c5)cnc4cc3-c3ccccc3)cc2)CCC1,9.0
NC(=O)c1ccc(-c2cnc3cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nn23)cc1,27.0
CCc1c(C)nc2cc(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nn12,20000.0
N#Cc1cccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,64.0
NC1(c2ccc(-c3nc4cc(-c5ccc(F)cc5)ccn4c3-c3ccccc3)cc2)CCC1,989.0
COC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,226.0
CCOC(=O)c1cccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc12,62.0
NC1(c2ccc(-c3nc4ccc(F)cn4c3-c3ccccc3)cc2)CCC1,101.0
NC1(c2ccc(-c3nc4c(C5CC5)cccn4c3-c3ccccc3)cc2)CCC1,140.0
NC(=O)C1(COc2ccn3c(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nc3n2)CC1,1066.0
CCOC(=O)c1cc(Br)c2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2c1,17.0
