SMILES,pred_IC50,pIC50,P-gp_substrate,P-gp_I_inhibitor,P-gp_II_inhibitor,CYP2D6_substrate,CYP3A4_substrate,CYP1A2_inhibitor,CYP2C19_inhibitor,CYP2C9_inhibitor,AMES_toxicity,hERG_II_inhibitor,Hepatotoxicity,Skin_Sensitisation,sa_score
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl,312.88935734797906,6.504609208741477,0,0,0,0,0,0,0,0,0,0,0,0,4.409797027996081
NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,433.2803373598578,6.363231019181348,0,0,0,0,0,0,0,0,0,0,0,0,3.0586267805254748
O=C(Nc1cc(Cl)c2c(c1)[nH]c1cnccc12)c1cccnc1,138.48242876665472,6.858605328215374,0,0,0,0,0,0,0,0,0,0,0,0,2.310894767233304
CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,39.973702348633935,7.3982256256924215,0,0,0,0,0,0,0,0,0,0,0,0,2.9625112416120984
O=C(NC(c1ccc(Cl)cc1)C1CCNCC1)c1ccc2cnccc2c1,174.2081947360776,6.758931419678803,0,0,0,0,0,0,0,0,0,0,0,0,2.731600795172181
NC(=O)c1nn(-c2ccc3c(c2)OCO3)c2c1COc1ccc(N)cc1-2,627.8643720055397,6.202134160165722,0,0,0,0,0,0,0,0,0,0,0,0,2.6179279510021214
COCCCNNS(=O)(=O)c1ccc(-c2cc(-c3ccccc3)cc(C(N)=O)c2N)cc1,158.76772576624583,6.799237776129116,0,0,0,0,0,0,0,0,0,0,0,0,2.496555588549782
N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1,18.069620565029272,7.74305096687704,0,0,0,0,0,0,0,0,0,0,0,0,3.6103392819668105
COC(=O)c1c(C)nc(NNC(=O)c2cccc3c(=O)c4ccccc4[nH]c23)nc1-c1ccc(OC)c(OC)c1,248.99480275212716,6.6038097178023705,0,0,0,0,0,0,0,0,0,0,0,0,2.6807524884295244
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO,2.5848273137308064,8.5875684657998,0,0,0,0,0,0,0,0,0,0,0,0,3.6102843924455446
NC1=N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@@H]4O)[C@]3(O)CO,11.554169690653957,7.93726125846905,0,0,0,0,0,0,0,0,0,0,0,0,6.9939108408894946
Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,382.7527088168792,6.417081727030589,0,0,0,0,0,0,0,0,0,0,0,0,2.896985538820404
N#CC(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,327.8824118254449,6.484281879006213,0,0,0,0,0,0,0,0,0,0,0,0,2.4964198069120656
CC(C)(C)c1ccc(CC2(N)CCN(c3ccnc4[nH]ncc34)CC2)cc1,12.864285191953531,7.890614340492485,0,0,0,0,0,0,0,0,0,0,0,0,2.754605881917943
Sc1ncnc2nc[nH]c12,64.38141496651862,7.191239482676838,0,0,0,0,0,0,0,0,0,0,0,0,3.2853977486383776
